Subject	Relation_id	Relation_choice	Object	Md5	Trunk	ID	ce_id	timid	timespan
Opposition figures	140	Engage in political dissent	el-Sissi's government	466c943c1234a48585e42aec2bf49739	[5:9:10]	33559	2946	1589	31
Abdel Moneim Aboul Fotouh	173	Arrest, detain, or charge with legal action	Egyptian authorities	466c943c1234a48585e42aec2bf49739	[3:5:6]	39289	2946	1589	31
Essam al-Haddad	173	Arrest, detain, or charge with legal action	Egyptian authorities	466c943c1234a48585e42aec2bf49739	[4:7:8]	39290	2946	1589	31
Gihad al-Haddad	173	Arrest, detain, or charge with legal action	Egyptian authorities	466c943c1234a48585e42aec2bf49739	[4:7:8]	39291	2946	1589	31
Khaled Abou El Fadl	1834	Carry out location bombing	Non-Mergable Entities	05d6679dfd4e736cbf2da8f553c93c41	[6:12:13]	11948	2946	1590	31
Muslim Brotherhood supporters in the United States	018	Make empathetic comment	Israel	05d6679dfd4e736cbf2da8f553c93c41	[1:0:2]	19066	2946	1590	31
Hani Elkadi	012	Make pessimistic comment	Israel	05d6679dfd4e736cbf2da8f553c93c41	[2:3:4]	19067	2946	1590	31
Mohammad Qatanani	018	Make empathetic comment	Palestine	05d6679dfd4e736cbf2da8f553c93c41	[7:14:16]	19069	2946	1590	31
Mohammad Qatanani	1121	Accuse of crime, corruption	Oslo	05d6679dfd4e736cbf2da8f553c93c41	[8:17:19]	19070	2946	1590	31
Hani Elkadi	140	Engage in political dissent	Egyptian government	05d6679dfd4e736cbf2da8f553c93c41	[2:3:4]	33609	2946	1590	31
Said Abbasy	138	Threaten with military force	Israel	05d6679dfd4e736cbf2da8f553c93c41	[4:8:9]	36195	2946	1590	31
Legal sources	091	Investigate crime, corruption	Terrorist group	126d6d5e865b669a7fcd6923979f49a6	[1:0:3]	20702	2946	1595	31
National Security Service	091	Investigate crime, corruption	Hope Plan financial routes	126d6d5e865b669a7fcd6923979f49a6	[4:11:13]	20704	2946	1595	31
Security Personnel	173	Arrest, detain, or charge with legal action	Hope Plan defendants	126d6d5e865b669a7fcd6923979f49a6	[3:8:10]	39416	2946	1595	31
Abdel Fattah Al-Sisi	060	Engage in material cooperation	anti-Morsi demonstrators	409b0539cf34a9f127e6193280a4bebd	[2:4:7]	23104	2946	1597	31
Egyptian authorities	153	Mobilize or increase police power	Mohammed Morsi supporters and Muslim Brotherhood	409b0539cf34a9f127e6193280a4bebd	[3:8:12]	35181	2946	1597	31
Egyptian army	175	Use tactics of violent repression	Mohammed Morsi supporters and Muslim Brotherhood	409b0539cf34a9f127e6193280a4bebd	[3:8:12]	38838	2946	1597	31
defendants	091	Investigate crime, corruption	Mohammed Morsi	67b1abe09f2c623e6af50ce55afe9d62	[1:0:4]	20604	2946	1600	31
Cairo Criminal Court	090	Investigate	Ramses train crash	5aa44f30fa631ffb593a466f987ea7fc	[0:0:0]	20660	2946	1603	31
State committee	060	Engage in material cooperation	Disbanding of the Muslim Brotherhood	68dfa96a07d018603a2784f24e93b1a5	[1:0:3]	23284	2946	1603	31
The United States	110	Verbally disapprove	Palestinian Authority chief Mahmoud Abbas	7bda92041e03e6a4e7ed78fd665b5a12	[3:9:12]	11262	2968	1580	49
Benjamin Netanyahu	010	Make public statement	Manama conference	7bda92041e03e6a4e7ed78fd665b5a12	[0:0:0]	17633	2968	1580	49
Benjamin Netanyahu	013	Make optimistic comment	Manama conference	7bda92041e03e6a4e7ed78fd665b5a12	[1:0:3]	17634	2968	1580	49
Israel	013	Make optimistic comment	Manama conference	7bda92041e03e6a4e7ed78fd665b5a12	[2:4:8]	17635	2968	1580	49
Israel Katz	010	Make public statement	Manama conference	7bda92041e03e6a4e7ed78fd665b5a12	[2:4:8]	17636	2968	1580	49
Benjamin Netanyahu	013	Make optimistic comment	Arab countries	89a49a751b77aae62b19e3e8bff832fc	[1:0:2]	18970	2968	1580	49
The United States	1052	Demand easing of political dissent	Manama conference	7bda92041e03e6a4e7ed78fd665b5a12	[2:4:8]	23925	2968	1580	49
Jordan	060	Engage in material cooperation	Manama conference	7bda92041e03e6a4e7ed78fd665b5a12	[2:4:8]	23927	2968	1580	49
Morocco	060	Engage in material cooperation	Manama conference	7bda92041e03e6a4e7ed78fd665b5a12	[2:4:8]	23928	2968	1580	49
Former general Yoav Mordechai	060	Engage in material cooperation	Manama conference	89a49a751b77aae62b19e3e8bff832fc	[2:3:6]	24454	2968	1580	49
Palestinian Authority chief Mahmoud Abbas	125	Reject proposal to meet, discuss, or negotiate	US-led international alliance	7bda92041e03e6a4e7ed78fd665b5a12	[3:9:12]	25520	2968	1580	49
Israeli National Security Adviser Meir Ben-Shabbat	044	Meet at a third location	Nikolay Patrushev	89a49a751b77aae62b19e3e8bff832fc	[2:3:6]	29290	2968	1580	49
Israel	1431	Conduct strike or boycott for leadership change	Bahrain	89a49a751b77aae62b19e3e8bff832fc	[0:0:0]	32598	2968	1580	49
United Arab Emirates	054	Grant diplomatic recognition	Manama conference	7bda92041e03e6a4e7ed78fd665b5a12	[2:4:8]	37479	2968	1580	49
Benjamin Netanyahu	013	Make optimistic comment	Arab countries	00b103825ca5bb84ec3e6d730125498e	[2:3:5]	14649	2968	1581	49
Benjamin Netanyahu	014	Consider policy option	Manama conference	2116b95e619945ad9fa31be1b1fb9268	[0:0:0]	16865	2968	1581	49
Benjamin Netanyahu	1413	Demonstrate for rights	Manama conference	2116b95e619945ad9fa31be1b1fb9268	[1:0:3]	16866	2968	1581	49
U.S. President Donald Trump	061	Cooperate economically	Manama conference	2116b95e619945ad9fa31be1b1fb9268	[1:0:3]	23611	2968	1581	49
United Arab Emirates	038	Express intent to accept mediation	Manama conference	2116b95e619945ad9fa31be1b1fb9268	[2:4:8]	32157	2968	1581	49
United Arab Emirates	0311	Express intent to cooperate economically	Manama conference	00b103825ca5bb84ec3e6d730125498e	[3:6:7]	37002	2968	1581	49
Jordan	054	Grant diplomatic recognition	Manama conference	00b103825ca5bb84ec3e6d730125498e	[3:6:7]	37005	2968	1581	49
Morocco	054	Grant diplomatic recognition	Manama conference	00b103825ca5bb84ec3e6d730125498e	[3:6:7]	37006	2968	1581	49
Jordan	050	Engage in diplomatic cooperation	Manama conference	2116b95e619945ad9fa31be1b1fb9268	[2:4:8]	37353	2968	1581	49
Morocco	050	Engage in diplomatic cooperation	Manama conference	2116b95e619945ad9fa31be1b1fb9268	[2:4:8]	37354	2968	1581	49
Binyamin Netanyahu	1411	Demonstrate or rally for leadership change	Manama conference	4cbca57e597d8f5ba1267832f0980c84	[2:5:9]	12802	2968	1582	49
Bahrain	017	Engage in symbolic act	Israeli journalist	bc4287912abac23820e7a91b1b02826d	[1:0:3]	14696	2968	1582	49
Bahrain	060	Engage in material cooperation	Israeli media	bc4287912abac23820e7a91b1b02826d	[1:0:3]	22679	2968	1582	49
The United States	061	Cooperate economically	Bahrain	cdd559ea0a8947028d478885e6554f1e	[1:0:3]	24450	2968	1582	49
Palestinian Authority chief Mahmoud Abbas	125	Reject proposal to meet, discuss, or negotiate	US-led international alliance	cdd559ea0a8947028d478885e6554f1e	[3:9:12]	25658	2968	1582	49
Jordan	042	Make a visit	Bahrain	bc4287912abac23820e7a91b1b02826d	[3:10:13]	27604	2968	1582	49
United Arab Emirates	044	Meet at a third location	Bahrain	bc4287912abac23820e7a91b1b02826d	[3:10:13]	27606	2968	1582	49
United Arab Emirates	050	Engage in diplomatic cooperation	Manama conference	cdd559ea0a8947028d478885e6554f1e	[1:0:3]	37670	2968	1582	49
Jordan	050	Engage in diplomatic cooperation	Manama conference	cdd559ea0a8947028d478885e6554f1e	[2:4:8]	37675	2968	1582	49
Morocco	050	Engage in diplomatic cooperation	Manama conference	cdd559ea0a8947028d478885e6554f1e	[2:4:8]	37676	2968	1582	49
Senior adviser Jared Kushner	020	Make an appeal or request	Bahrain	bc4287912abac23820e7a91b1b02826d	[1:0:3]	38009	2968	1582	49
Yoav Mordechai	042	Make a visit	Economic workshop	e5c66b321a8573f28bd92b8ed7e16a91	[3:7:8]	29655	2968	1583	49
Bahrain	050	Engage in diplomatic cooperation	Israeli media	e5c66b321a8573f28bd92b8ed7e16a91	[1:0:2]	37806	2968	1583	49
The United States	014	Consider policy option	Bahrain	ba95ffc093e24155dcba6def6f879367	[1:0:0]	15659	2968	1585	49
The United States	014	Consider policy option	Palestinian territories	ba95ffc093e24155dcba6def6f879367	[1:0:0]	15660	2968	1585	49
Palestine Liberation Organization	016	Reject accusation, deny responsibility	The United States	ba95ffc093e24155dcba6def6f879367	[1:0:0]	15661	2968	1585	49
Binyamin Netanyahu	013	Make optimistic comment	Manama conference	ba95ffc093e24155dcba6def6f879367	[1:0:0]	15662	2968	1585	49
Jordanian officials	014	Consider policy option	Manama conference	6e9729d4be3be0c950199518e886600a	[1:0:2]	17882	2968	1585	49
Jordan	015	Non-apologetically acknowledge or claim responsibility	two-state solution	88efaa1507e07f75f8512fd7b73d6444	[1:0:2]	20110	2968	1585	49
Jordan	061	Cooperate economically	Manama conference	a7220c7f9b16cfc8b6f5f1f1d3458640	[1:0:3]	21866	2968	1585	49
Palestine	127	Reject plan, agreement to settle dispute	Manama meeting	ba95ffc093e24155dcba6def6f879367	[1:0:0]	25316	2968	1585	49
Morocco	042	Make a visit	The United States	ba95ffc093e24155dcba6def6f879367	[1:0:0]	28016	2968	1585	49
Jordan	042	Make a visit	The United States	ba95ffc093e24155dcba6def6f879367	[1:0:0]	28017	2968	1585	49
Jordan	043	Host a visit	Ministry of Finance director-general	6e9729d4be3be0c950199518e886600a	[1:0:2]	28892	2968	1585	49
Jordan	043	Host a visit	Bahrain	88efaa1507e07f75f8512fd7b73d6444	[1:0:2]	29801	2968	1585	49
The United States	070	Provide aid	Palestinians	a7220c7f9b16cfc8b6f5f1f1d3458640	[2:4:8]	29811	2968	1585	49
Ministry of Finance director-general	071	Provide economic aid	Manama conference	6e9729d4be3be0c950199518e886600a	[3:5:7]	30865	2968	1585	49
The United States	050	Engage in diplomatic cooperation	Bahrain	ba95ffc093e24155dcba6def6f879367	[1:0:0]	37151	2968	1585	49
Jordan	053	Rally support on behalf of	International Community	88efaa1507e07f75f8512fd7b73d6444	[2:3:4]	37849	2968	1585	49
Palestine	1043	Demand rights	Manama conference	cfa8e0dffdf1b3da8483d298ba65b6d3	[1:0:4]	25280	2968	1586	49
Leaders	042	Make a visit	Bahrain	f2bdc57fa5525204092de1da8e7a1abf	[0:0:0]	26708	2968	1586	49
Representatives	044	Meet at a third location	Arab world	f2bdc57fa5525204092de1da8e7a1abf	[1:0:1]	26709	2968	1586	49
United States Government	071	Provide economic aid	Palestinians	f2bdc57fa5525204092de1da8e7a1abf	[3:6:8]	29827	2968	1586	49
United States Government	1414	Demonstrate for change in institutions, regime	Jordan	f2bdc57fa5525204092de1da8e7a1abf	[3:6:8]	29828	2968	1586	49
United States Government	071	Provide economic aid	Lebanon	f2bdc57fa5525204092de1da8e7a1abf	[3:6:8]	29830	2968	1586	49
Bahrain	050	Engage in diplomatic cooperation	Israeli businesspersons	cfa8e0dffdf1b3da8483d298ba65b6d3	[1:0:4]	37099	2968	1586	49
Israel	171	Seize or damage property	Gaza Strip	f2bdc57fa5525204092de1da8e7a1abf	[6:16:19]	38428	2968	1586	49
Turkey	110	Verbally disapprove	The United States	de5a1b5ccf14ba0d028b13585cac4811	[3:4:6]	9044	2968	1587	49
Hamas and Mohammed Dahlan	111	Criticize or denounce	Conference workshop	0771cb5caa608be6444da47088be85b8	[7:24:27]	9610	2968	1587	49
Binyamin Netanyahu	010	Make public statement	Trump team	0771cb5caa608be6444da47088be85b8	[6:19:23]	14437	2968	1587	49
The United States	019	Express accord	Manama conference	9bae62b05f7c0493e3e561512f17206e	[1:0:4]	20033	2968	1587	49
Arab states	041	Discuss by telephone	Israel	de5a1b5ccf14ba0d028b13585cac4811	[6:12:14]	26975	2968	1587	49
Arab states	041	Discuss by telephone	The United States	de5a1b5ccf14ba0d028b13585cac4811	[6:12:14]	26976	2968	1587	49
Morocco economy official	040	Consult or meet	Manama conference	9bae62b05f7c0493e3e561512f17206e	[0:0:0]	29765	2968	1587	49
Fatah	143	Conduct strike or boycott	The United States	de5a1b5ccf14ba0d028b13585cac4811	[2:1:3]	32946	2968	1587	49
Islamic Jihad	143	Conduct strike or boycott	The United States	de5a1b5ccf14ba0d028b13585cac4811	[2:1:3]	32947	2968	1587	49
Hamas and Mohammed Dahlan	143	Conduct strike or boycott	The United States	de5a1b5ccf14ba0d028b13585cac4811	[2:1:3]	32948	2968	1587	49
The United States	162	Reduce or stop material aid	UNRWA	de5a1b5ccf14ba0d028b13585cac4811	[2:1:3]	33764	2968	1587	49
Kuwait	164	Halt negotiations	Manama conference	de5a1b5ccf14ba0d028b13585cac4811	[4:7:9]	33765	2968	1587	49
Qatar	164	Halt negotiations	Manama conference	de5a1b5ccf14ba0d028b13585cac4811	[4:7:9]	33766	2968	1587	49
Oman	0311	Express intent to cooperate economically	Manama conference	de5a1b5ccf14ba0d028b13585cac4811	[4:7:9]	33767	2968	1587	49
Jordan	083	Accede to requests or demands for political reform	The United States	de5a1b5ccf14ba0d028b13585cac4811	[4:7:9]	36329	2968	1587	49
Morocco economy official	057	Sign formal agreement	Bahrain	9bae62b05f7c0493e3e561512f17206e	[1:0:4]	37846	2968	1587	49
Houda Nonoo	018	Make empathetic comment	i24	331a35a6734004f44e7a94d3c24be03a	[2:3:6]	13139	2968	1588	49
Pierre Krahenbuhl	012	Make pessimistic comment	Associated Press	331a35a6734004f44e7a94d3c24be03a	[4:10:12]	13141	2968	1588	49
Khalid bin Ahmed Al Khalifa	019	Express accord	Israel	331a35a6734004f44e7a94d3c24be03a	[4:10:12]	13142	2968	1588	49
Steve Mnuchin	013	Make optimistic comment	upcoming financial support	33620bd882067c750ace9b9b32567ee6	[2:2:5]	13998	2968	1588	49
Mohammed Al-Shaikh	013	Make optimistic comment	Kushner's economic proposals	33620bd882067c750ace9b9b32567ee6	[3:6:7]	13999	2968	1588	49
Oman's Foreign Ministry	017	Engage in symbolic act	Palestine	f74b6d42146e20073c9defdf86dee1c6	[1:0:4]	15935	2968	1588	49
Sameh Shoukry	014	Consider policy option	Russia Today	566253f2e03477f6b640666068d57808	[1:0:2]	17515	2968	1588	49
Sameh Shoukry	014	Consider policy option	UN Envoy	566253f2e03477f6b640666068d57808	[4:10:12]	17516	2968	1588	49
Bahrain FM	019	Express accord	Israel	90e79014d7ae2cc06e8ad99ce6f87fb0	[0:0:0]	18306	2968	1588	49
Khalid bin Ahmed Al Khalifa	0311	Express intent to cooperate economically	Israel	90e79014d7ae2cc06e8ad99ce6f87fb0	[2:4:6]	18308	2968	1588	49
Bahrain	019	Express accord	Israel	90e79014d7ae2cc06e8ad99ce6f87fb0	[3:7:11]	18309	2968	1588	49
Khalid bin Ahmed Al Khalifa	014	Consider policy option	Israel	90e79014d7ae2cc06e8ad99ce6f87fb0	[4:12:15]	18310	2968	1588	49
Steve Mnuchin	1042	Demand policy change	International Community	90e79014d7ae2cc06e8ad99ce6f87fb0	[6:20:22]	18312	2968	1588	49
Oman's Foreign Ministry	013	Make optimistic comment	Palestine	b10c9ca53afe1d7f022994f41d823a97	[1:0:3]	19347	2968	1588	49
Oman	060	Engage in material cooperation	Israel	b10c9ca53afe1d7f022994f41d823a97	[2:4:7]	24619	2968	1588	49
Mohamed Zaki	042	Make a visit	Russian counterparts	566253f2e03477f6b640666068d57808	[5:13:17]	28735	2968	1588	49
Khalid bin Ahmed Al Khalifa	043	Host a visit	Times of Israel	90e79014d7ae2cc06e8ad99ce6f87fb0	[1:0:3]	29066	2968	1588	49
Oman's Sultan Qaboos Bin Said	043	Host a visit	Binyamin Netanyahu	b10c9ca53afe1d7f022994f41d823a97	[2:4:7]	29490	2968	1588	49
Oman	054	Grant diplomatic recognition	State of Palestine	b10c9ca53afe1d7f022994f41d823a97	[0:0:0]	37750	2968	1588	49
Khalid bin Ahmed Al Khalifa	019	Express accord	Jewish	7aa0aaafd1eb3a59db9567ef11ad8317	[0:0:0]	14942	2968	1589	49
Khalid bin Ahmed Al Khalifa	019	Express accord	Israel	7aa0aaafd1eb3a59db9567ef11ad8317	[1:0:2]	14943	2968	1589	49
Israel Foreign Ministry	013	Make optimistic comment	Bahrain FM Shaikh Khalid Al Khalifa	8562acdb297e2a4899cdee964e704eb6	[1:0:2]	15989	2968	1589	49
Emmanuel Nahshon	0344	Express intent to change institutions, regime	Times of Israel	8562acdb297e2a4899cdee964e704eb6	[1:0:2]	15990	2968	1589	49
Oman	0231	Appeal for economic aid	Palestine	7b7b5e5e0a3a184f0f3f41109580468b	[1:0:3]	18630	2968	1589	49
Oman	011	Refuse to comment	United States-hosted conference	7b7b5e5e0a3a184f0f3f41109580468b	[2:4:7]	18631	2968	1589	49
Oman's Foreign Ministry	042	Make a visit	Ramallah	7b7b5e5e0a3a184f0f3f41109580468b	[1:0:3]	29161	2968	1589	49
Yusuf bin Alawi bin Abdullah	1123	Accuse of aggression	Al Aqsa Mosque	7b7b5e5e0a3a184f0f3f41109580468b	[2:4:7]	29162	2968	1589	49
Christine Lagarde	044	Meet at a third location	US economic workshop	7b7b5e5e0a3a184f0f3f41109580468b	[3:8:11]	29164	2968	1589	49
World Bank President David Malpass	044	Meet at a third location	US economic workshop	7b7b5e5e0a3a184f0f3f41109580468b	[3:8:11]	29165	2968	1589	49
FIFA President Gianni Infantino	044	Meet at a third location	US economic workshop	7b7b5e5e0a3a184f0f3f41109580468b	[3:8:11]	29166	2968	1589	49
Bahrain FM	032	Express intent to engage in diplomatic cooperation	Israel	8562acdb297e2a4899cdee964e704eb6	[0:0:0]	31987	2968	1589	49
Emmanuel Nahshon	032	Express intent to engage in diplomatic cooperation	Bahraini journalists	8562acdb297e2a4899cdee964e704eb6	[1:0:2]	31988	2968	1589	49
Oman	054	Grant diplomatic recognition	Palestine	7b7b5e5e0a3a184f0f3f41109580468b	[0:0:0]	37620	2968	1589	49
Khalid bin Ahmed Al-Khalifa	018	Make empathetic comment	Israel	88f569d13e5741dafbc7ead495165b40	[1:0:2]	14860	2968	1591	49
Sheikh Khalid	013	Make optimistic comment	Israel	88f569d13e5741dafbc7ead495165b40	[2:3:5]	14861	2968	1591	49
Gulf	040	Consult or meet	Israel	88f569d13e5741dafbc7ead495165b40	[0:0:0]	27666	2968	1591	49
Binyamin Netanyahu	040	Consult or meet	Sultan of Oman	88f569d13e5741dafbc7ead495165b40	[4:10:12]	27667	2968	1591	49
Israel	111	Criticize or denounce	Iran nuclear program	3cb404d450a703478611d6078736fbe8	[1:0:4]	9603	2968	1593	49
Palestine Liberation Organization’s (PLO) executive committee member Hanan Ashrawi	112	Accuse	Oman	6428f5f337a586f86a523b9d6e9266a1	[3:11:15]	10877	2968	1594	49
Israel	111	Criticize or denounce	Hezbollah	6428f5f337a586f86a523b9d6e9266a1	[8:33:34]	10880	2968	1594	49
Ministry of Foreign Affairs	110	Verbally disapprove	Yossi Cohen's remarks	03c508474e2a253b1f1a10a98ab35035	[2:3:4]	11364	2968	1594	49
Binyamin Netanyahu	110	Verbally disapprove	Yossi Cohen's remarks	03c508474e2a253b1f1a10a98ab35035	[2:3:4]	11365	2968	1594	49
Yossi Cohen	013	Make optimistic comment	Arab states	55b24d6fc8784d4a3a8795067db0313a	[1:0:2]	13174	2968	1594	49
Yossi Cohen	019	Express accord	Oman	6428f5f337a586f86a523b9d6e9266a1	[1:0:3]	16805	2968	1594	49
Israel	013	Make optimistic comment	Oman	03c508474e2a253b1f1a10a98ab35035	[1:0:2]	17844	2968	1594	49
Yossi Cohen	013	Make optimistic comment	Oman	03c508474e2a253b1f1a10a98ab35035	[1:0:2]	17845	2968	1594	49
Israel	060	Engage in material cooperation	African countries	55b24d6fc8784d4a3a8795067db0313a	[1:0:2]	22086	2968	1594	49
Israel	060	Engage in material cooperation	United Arab Emirates	55b24d6fc8784d4a3a8795067db0313a	[4:10:11]	22087	2968	1594	49
Israel	060	Engage in material cooperation	Gulf states	6428f5f337a586f86a523b9d6e9266a1	[3:11:15]	23573	2968	1594	49
Hezbollah	062	Cooperate militarily	Syria	6428f5f337a586f86a523b9d6e9266a1	[8:33:34]	23576	2968	1594	49
Israel	040	Consult or meet	Oman	55b24d6fc8784d4a3a8795067db0313a	[2:3:5]	26949	2968	1594	49
Benjamin Netanyahu	040	Consult or meet	Sultan Qaboos	55b24d6fc8784d4a3a8795067db0313a	[2:3:5]	26950	2968	1594	49
Israel Katz	042	Make a visit	Antonio Guterres	55b24d6fc8784d4a3a8795067db0313a	[4:10:11]	26952	2968	1594	49
Binyamin Netanyahu	042	Make a visit	Sultan Qaboos bin Said	d9fc293d03ac640c15162db39d6b2144	[1:0:3]	27434	2968	1594	49
Sultan Qaboos bin Said	043	Host a visit	Binyamin Netanyahu	d9fc293d03ac640c15162db39d6b2144	[1:0:3]	27435	2968	1594	49
Benjamin Netanyahu	040	Consult or meet	Sultan Qaboos bin Said	6428f5f337a586f86a523b9d6e9266a1	[1:0:3]	28434	2968	1594	49
Oman	070	Provide aid	Palestinian territories	55b24d6fc8784d4a3a8795067db0313a	[3:6:9]	29964	2968	1594	49
Oman	070	Provide aid	Palestine	6428f5f337a586f86a523b9d6e9266a1	[1:0:3]	30696	2968	1594	49
Oman	1211	Reject economic cooperation	State of Palestine	03c508474e2a253b1f1a10a98ab35035	[4:8:10]	30856	2968	1594	49
Israeli journalist	140	Engage in political dissent	Bahrain	55b24d6fc8784d4a3a8795067db0313a	[3:6:9]	32940	2968	1594	49
Palestinian Authority chief Mahmoud Abbas	144	Obstruct passage, block	US workshop	75e470a259025f477a9950b23feacc05	[2:3:6]	33135	2968	1594	49
Israel	050	Engage in diplomatic cooperation	Oman	55b24d6fc8784d4a3a8795067db0313a	[0:0:0]	36703	2968	1594	49
Israel	050	Engage in diplomatic cooperation	Jordan	55b24d6fc8784d4a3a8795067db0313a	[1:0:2]	36704	2968	1594	49
Israel	052	Defend verbally	Arab and Muslim states	d9fc293d03ac640c15162db39d6b2144	[3:8:8]	36941	2968	1594	49
Israel	054	Grant diplomatic recognition	Oman	6428f5f337a586f86a523b9d6e9266a1	[1:0:3]	37333	2968	1594	49
Oman	1123	Accuse of aggression	State of Palestine	03c508474e2a253b1f1a10a98ab35035	[3:5:7]	37514	2968	1594	49
Arab states leaders	037	Express intent to settle dispute	State of Israel	605e36134a6ba967ee22c6b52521493c	[1:0:8]	31297	2968	1595	49
Palestinian	037	Express intent to settle dispute	State of Israel	605e36134a6ba967ee22c6b52521493c	[1:0:8]	31298	2968	1595	49
Sheba Medical Center	061	Cooperate economically	Syrian civilians	eca896f1ed37db4fe14685fb8fbfef35	[2:3:3]	23999	2968	1597	49
Sheba Medical Center	073	Provide humanitarian aid	Other Entities	eca896f1ed37db4fe14685fb8fbfef35	[2:3:3]	30850	2968	1597	49
Oman	110	Verbally disapprove	Manama conference	ba436fcb9f18337994a17b42f5bf664e	[4:15:19]	11173	2968	1602	49
Sultan of Oman	043	Host a visit	Binyamin Netanyahu	ba436fcb9f18337994a17b42f5bf664e	[1:0:3]	28707	2968	1602	49
Oman	043	Host a visit	Binyamin Netanyahu	ba436fcb9f18337994a17b42f5bf664e	[3:9:14]	28708	2968	1602	49
Yusuf bin Alawi bin Abdullah	042	Make a visit	Palestinian Authority chief Mahmoud Abbas	ba436fcb9f18337994a17b42f5bf664e	[5:20:24]	28709	2968	1602	49
Oman	054	Grant diplomatic recognition	Palestinian territories	ba436fcb9f18337994a17b42f5bf664e	[0:0:0]	37458	2968	1602	49
Oman	1123	Accuse of aggression	Ramallah	ba436fcb9f18337994a17b42f5bf664e	[6:25:26]	37460	2968	1602	49
Khalid bin Ahmed Al Khalifa	019	Express accord	Israel	a205593bc6cc7fe4bd99af2e2eac4e44	[2:3:4]	13350	2968	1611	49
Foreign ministers of Israel	044	Meet at a third location	Foreign ministers of Bahrain	a205593bc6cc7fe4bd99af2e2eac4e44	[0:0:0]	27020	2968	1611	49
US State Department	050	Engage in diplomatic cooperation	Bahrain	a205593bc6cc7fe4bd99af2e2eac4e44	[1:0:2]	36732	2968	1611	49
Israel	051	Praise or endorse	Gulf Arab countries	0cfc49d79f5fc3556a3b5356845d71f2	[1:0:1]	37049	2968	1614	49
Jordan	052	Defend verbally	Israel	0cfc49d79f5fc3556a3b5356845d71f2	[1:0:1]	37050	2968	1614	49
Palestine	061	Cooperate economically	Tunisia	87c3dd4ea2d3d4715164942401323f00	[0:0:0]	22589	2968	1615	49
Palestinian officials and businessmen	113	Mobilize and rally opposition against	US Middle East peace workshop	545f3e63320eda56d503abab6fe1a255	[2:4:7]	9869	2968	1621	49
Arab sources	013	Make optimistic comment	Al-Khaleej Online	545f3e63320eda56d503abab6fe1a255	[1:0:3]	14826	2968	1621	49
Al Khalifa	019	Express accord	Israel	e88c12a4a121f698022331b0ed970087	[3:4:8]	17935	2968	1621	49
Binyamin Netanyahu	042	Make a visit	Sultan Qaboos bin Said	e88c12a4a121f698022331b0ed970087	[5:14:17]	28920	2968	1621	49
Israel	032	Express intent to engage in diplomatic cooperation	Bahrain	e88c12a4a121f698022331b0ed970087	[2:2:3]	32400	2968	1621	49
Bahrain	032	Express intent to engage in diplomatic cooperation	Israel	e88c12a4a121f698022331b0ed970087	[2:2:3]	32401	2968	1621	49
Bahrain	037	Express intent to settle dispute	Israel	e88c12a4a121f698022331b0ed970087	[4:9:13]	32402	2968	1621	49
Bahrain	054	Grant diplomatic recognition	The United States	e88c12a4a121f698022331b0ed970087	[3:4:8]	37529	2968	1621	49
Bahrain	054	Grant diplomatic recognition	Poland	e88c12a4a121f698022331b0ed970087	[3:4:8]	37530	2968	1621	49
Israel	050	Engage in diplomatic cooperation	Oman	e88c12a4a121f698022331b0ed970087	[5:14:17]	37531	2968	1621	49
UAE	026	Appeal to others to meet or negotiate	Former US President Donald Trump	545f3e63320eda56d503abab6fe1a255	[1:0:3]	38033	2968	1621	49
Al Khalifa	019	Express accord	Israel	f50190f4964f2a19a764056627c24529	[3:4:5]	14470	2968	1622	49
Binyamin Netanyahu	042	Make a visit	Sultan Qaboos bin Said	f50190f4964f2a19a764056627c24529	[5:11:14]	27509	2968	1622	49
Senior Israeli official	050	Engage in diplomatic cooperation	Arab official	f50190f4964f2a19a764056627c24529	[2:2:3]	36966	2968	1622	49
Israel	050	Engage in diplomatic cooperation	Bahrain	f50190f4964f2a19a764056627c24529	[2:2:3]	36967	2968	1622	49
Israel	050	Engage in diplomatic cooperation	Oman	f50190f4964f2a19a764056627c24529	[5:11:14]	36968	2968	1622	49
Israel	064	Share intelligence or information	Maritime intelligence and security mission in the Gulf	636c3ae9087be76d0cd3886cd21e2dfd	[1:0:3]	24328	2968	1629	49
United Kingdom	062	Cooperate militarily	U.S.-led operation	636c3ae9087be76d0cd3886cd21e2dfd	[1:0:3]	24329	2968	1629	49
Israel	050	Engage in diplomatic cooperation	Oman	636c3ae9087be76d0cd3886cd21e2dfd	[3:7:7]	37624	2968	1629	49
UK	154	Mobilize or increase armed forces	UK-flagged tanker	e1abfac553f496d4603e5f86217b4d55	[2:3:7]	35213	3013	1602	55
Royal Navy Frigate HMS Montrose	154	Mobilize or increase armed forces	British oil tanker	e1abfac553f496d4603e5f86217b4d55	[3:8:11]	35214	3013	1602	55
Royal Navy minehunter HMS Ramsey	154	Mobilize or increase armed forces	British oil tanker	e1abfac553f496d4603e5f86217b4d55	[3:8:11]	35215	3013	1602	55
Islamic Revolutionary Guard Corps Cmdr. Hossein Nejat	1432	Conduct strike or boycott for policy change	American bases and aircraft carriers	0e69991a52b238096c74286096f06024	[3:4:9]	36177	3013	1602	55
The United States	062	Cooperate militarily	Bahrain	647865976289df2b8f6aad5f47e1095b	[2:5:7]	24267	3013	1610	55
